Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[1255]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, unsigned long) [1255]
                0.00    0.00       2/8           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> > const&) [1100]
                0.00    0.00       2/8           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::~allocator() [1101]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::deallocate(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, unsigned long) [1160]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1257]
[1256]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1256]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, unsigned long) [1254]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::__unordered_map<aalta_formula*, int, aalta_formula::af_prt_hash, aalta_formula::af_prt_eq, std::allocator<std::pair<aalta_formula* const, int> >, false>::~__unordered_map() [1268]
[1257]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1257]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1256]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, unsigned long) [1255]
                0.00    0.00       2/4           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> >::~allocator() [1169]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, std::tr1::hash<aalta_formula*> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, std::equal_to<aalta_formula*> const&, std::_Select1st<std::pair<aalta_formula* const, int> > const&, std::allocator<std::pair<aalta_formula* const, int> > const&) [416]
[1258]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [1258]
                0.00    0.00       2/8           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> > const&) [1100]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::allocate(unsigned long, void const*) [1161]
                0.00    0.00       2/4           void std::fill<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>* const&) [1181]
                0.00    0.00       2/8           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::~allocator() [1101]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1261]
[1259]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, unsigned long) [1259]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1262]
[1260]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, unsigned long) [1260]
                0.00    0.00       2/8           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> > const&) [1100]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::deallocate(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, unsigned long) [1160]
                0.00    0.00       2/8           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::~allocator() [1101]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1262]
[1261]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1261]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, unsigned long) [1259]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::__unordered_map<aalta_formula*, int, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<std::pair<aalta_formula* const, int> >, false>::~__unordered_map() [1269]
[1262]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1262]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1261]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, unsigned long) [1260]
                0.00    0.00       2/4           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> >::~allocator() [1169]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, std::list<aalta_formula*, std::allocator<aalta_formula*> >*, std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>, std::_Identity<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>, aalta_formula::tag_prt_eq, aalta_formula::tag_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::clear() [1264]
[1263]   0.0    0.00    0.00       2         std::tr1::_Hashtable<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, std::list<aalta_formula*, std::allocator<aalta_formula*> >*, std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>, std::_Identity<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>, aalta_formula::tag_prt_eq, aalta_formula::tag_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, false>**, unsigned long) [1263]
-----------------------------------------------
