Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     272/545         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_node(std::pair<aalta_formula* const, node*> const&) [372]
[785]    0.0    0.00    0.00     545         std::allocator<std::pair<aalta_formula* const, node*> >::~allocator() [785]
                0.00    0.00     545/545         __gnu_cxx::new_allocator<std::pair<aalta_formula* const, node*> >::~new_allocator() [784]
-----------------------------------------------
                0.00    0.00     272/544         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*) [819]
                0.00    0.00     272/544         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_node(std::pair<aalta_formula* const, node*> const&) [372]
[786]    0.0    0.00    0.00     544         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_get_Value_allocator() const [786]
                0.00    0.00     544/544         std::allocator<std::pair<aalta_formula* const, node*> >::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false> > const&) [787]
-----------------------------------------------
                0.00    0.00     544/544         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_get_Value_allocator() const [786]
[787]    0.0    0.00    0.00     544         std::allocator<std::pair<aalta_formula* const, node*> >::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false> > const&) [787]
                0.00    0.00     544/545         __gnu_cxx::new_allocator<std::pair<aalta_formula* const, node*> >::new_allocator() [783]
-----------------------------------------------
                0.00    0.00      31/518         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_insert(std::pair<aalta_formula* const, node*> const&, std::tr1::integral_constant<bool, true>) [304]
                0.00    0.00     215/518         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::find(aalta_formula* const&) [347]
                0.00    0.00     272/518         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_insert_bucket(std::pair<aalta_formula* const, node*> const&, unsigned long, unsigned long) [306]
[788]    0.0    0.00    0.00     518         std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>**) [788]
                0.00    0.00     518/1456        std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula* const, node*>, false>::_Hashtable_iterator_base(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>**) [766]
-----------------------------------------------
                0.00    0.00      37/445         nondeter_prog_state::UNSAT_INVARIANT_BACK() <cycle 1> [12]
                0.00    0.00     408/445         std::vector<node*, std::allocator<node*> >::_M_check_len(unsigned long, char const*) const [874]
[789]    0.0    0.00    0.00     445         std::vector<node*, std::allocator<node*> >::size() const [789]
-----------------------------------------------
                0.00    0.00     415/415         Minisat::Solver::garbageCollect() [119]
[790]    0.0    0.00    0.00     415         Minisat::ClauseAllocator::moveTo(Minisat::ClauseAllocator&) [790]
                0.00    0.00     415/415         Minisat::RegionAllocator<unsigned int>::moveTo(Minisat::RegionAllocator<unsigned int>&) [792]
-----------------------------------------------
                0.00    0.00     415/415         Minisat::Solver::garbageCollect() [119]
[791]    0.0    0.00    0.00     415         Minisat::ClauseAllocator::ClauseAllocator(unsigned int) [791]
                0.00    0.00     415/3148        Minisat::RegionAllocator<unsigned int>::RegionAllocator(unsigned int) [732]
-----------------------------------------------
                0.00    0.00     415/415         Minisat::ClauseAllocator::moveTo(Minisat::ClauseAllocator&) [790]
[792]    0.0    0.00    0.00     415         Minisat::RegionAllocator<unsigned int>::moveTo(Minisat::RegionAllocator<unsigned int>&) [792]
-----------------------------------------------
                0.00    0.00     204/408         std::vector<node*, std::allocator<node*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<node**, std::vector<node*, std::allocator<node*> > >, node* const&) [392]
                0.00    0.00     204/408         __gnu_cxx::__normal_iterator<node**, std::vector<node*, std::allocator<node*> > >::difference_type __gnu_cxx::operator-<node**, std::vector<node*, std::allocator<node*> > >(__gnu_cxx::__normal_iterator<node**, std::vector<node*, std::allocator<node*> > > const&, __gnu_cxx::__normal_iterator<node**, std::vector<node*, std::allocator<node*> > > const&) [873]
[793]    0.0    0.00    0.00     408         __gnu_cxx::__normal_iterator<node**, std::vector<node*, std::allocator<node*> > >::base() const [793]
-----------------------------------------------
                0.00    0.00     408/408         node** std::copy<node**, node**>(node**, node**, node**) [836]
[794]    0.0    0.00    0.00     408         std::_Miter_base<node**>::iterator_type std::__miter_base<node**>(node**) [794]
                0.00    0.00     408/1020        std::_Iter_base<node**, false>::_S_base(node**) [771]
-----------------------------------------------
                0.00    0.00      64/406         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::begin() [903]
                0.00    0.00     342/406         std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula* const, node*>, false>::_M_incr() [798]
[795]    0.0    0.00    0.00     406         std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula* const, node*>, false>::_M_incr_bucket() [795]
-----------------------------------------------
                0.00    0.00      18/395         nondeter_prog_state::fill_witness_from_to(aalta_formula*) [305]
                0.00    0.00     105/395         nondeter_prog_state::UNSAT_INVARIANT_BACK() <cycle 1> [12]
                0.00    0.00     106/395         nondeter_prog_state::clear_f_node_map() [298]
                0.00    0.00     166/395         nondeter_prog_state::update_node(aalta_formula*, aalta_formula*, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*) [235]
[796]    0.0    0.00    0.00     395         std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>::operator->() const [796]
                0.00    0.00     395/395         std::pair<aalta_formula* const, node*>* std::__addressof<std::pair<aalta_formula* const, node*> >(std::pair<aalta_formula* const, node*>&) [797]
-----------------------------------------------
                0.00    0.00     395/395         std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>::operator->() const [796]
[797]    0.0    0.00    0.00     395         std::pair<aalta_formula* const, node*>* std::__addressof<std::pair<aalta_formula* const, node*> >(std::pair<aalta_formula* const, node*>&) [797]
-----------------------------------------------
                0.00    0.00     166/377         std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>::operator++() [848]
                0.00    0.00     211/377         std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>::operator++(int) [823]
[798]    0.0    0.00    0.00     377         std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula* const, node*>, false>::_M_incr() [798]
                0.00    0.00     342/406         std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula* const, node*>, false>::_M_incr_bucket() [795]
-----------------------------------------------
                0.00    0.00      62/368         std::vector<node*, std::allocator<node*> >::~vector() [914]
                0.00    0.00     306/368         std::vector<node*, std::allocator<node*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<node**, std::vector<node*, std::allocator<node*> > >, node* const&) [392]
[799]    0.0    0.00    0.00     368         std::_Vector_base<node*, std::allocator<node*> >::_M_get_Tp_allocator() [799]
-----------------------------------------------
                0.00    0.00      78/363         std::list<aalta_formula*, std::allocator<aalta_formula*> >::begin() [888]
                0.00    0.00     285/363         std::list<aalta_formula*, std::allocator<aalta_formula*> >::end() [813]
[800]    0.0    0.00    0.00     363         std::_List_iterator<aalta_formula*>::_List_iterator(std::__detail::_List_node_base*) [800]
-----------------------------------------------
                0.00    0.00     153/306         std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > >::end() const [856]
                0.00    0.00     153/306         std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > >::begin() const [857]
[801]    0.0    0.00    0.00     306         __gnu_cxx::__normal_iterator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> const*, std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > > >::__normal_iterator(std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> const* const&) [801]
-----------------------------------------------
                0.00    0.00     102/306         __gnu_cxx::new_allocator<node*>::allocate(unsigned long, void const*) [872]
                0.00    0.00     204/306         __gnu_cxx::__alloc_traits<std::allocator<node*> >::max_size(std::allocator<node*> const&) [824]
[802]    0.0    0.00    0.00     306         __gnu_cxx::new_allocator<node*>::max_size() const [802]
-----------------------------------------------
                0.00    0.00     306/306         bool __gnu_cxx::operator==<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> const*, std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > > >(__gnu_cxx::__normal_iterator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> const*, std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > > > const&, __gnu_cxx::__normal_iterator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> const*, std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > > > const&) [855]
[803]    0.0    0.00    0.00     306         __gnu_cxx::__normal_iterator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> const*, std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > > >::base() const [803]
-----------------------------------------------
                0.00    0.00     303/303         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_insert(std::pair<aalta_formula* const, node*> const&, std::tr1::integral_constant<bool, true>) [304]
[804]    0.0    0.00    0.00     303         std::_Select1st<std::pair<aalta_formula* const, node*> >::operator()(std::pair<aalta_formula* const, node*> const&) const [804]
-----------------------------------------------
                0.00    0.00      31/303         nondeter_prog_state::add_transition_to_node(aalta_formula*, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*) [287]
                0.00    0.00     272/303         nondeter_prog_state::update_node(aalta_formula*, aalta_formula*, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*) [235]
[805]    0.0    0.00    0.00     303         std::pair<aalta_formula* const, node*>::pair<aalta_formula*, node*>(std::pair<aalta_formula*, node*> const&) [805]
-----------------------------------------------
                0.00    0.00     303/303         std::pair<std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>, bool> std::make_pair<std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>, bool>(std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>, bool) [808]
[806]    0.0    0.00    0.00     303         std::pair<std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>, bool>::pair(std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false> const&, bool const&) [806]
-----------------------------------------------
                0.00    0.00      31/303         nondeter_prog_state::add_transition_to_node(aalta_formula*, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*) [287]
                0.00    0.00     272/303         nondeter_prog_state::update_node(aalta_formula*, aalta_formula*, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*) [235]
[807]    0.0    0.00    0.00     303         std::pair<aalta_formula*, node*>::pair(aalta_formula* const&, node* const&) [807]
-----------------------------------------------
                0.00    0.00     303/303         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_insert(std::pair<aalta_formula* const, node*> const&, std::tr1::integral_constant<bool, true>) [304]
[808]    0.0    0.00    0.00     303         std::pair<std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>, bool> std::make_pair<std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>, bool>(std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>, bool) [808]
                0.00    0.00     303/303         std::pair<std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>, bool>::pair(std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false> const&, bool const&) [806]
-----------------------------------------------
                0.00    0.00     300/300         Minisat::Solver::litRedundant(Minisat::Lit, unsigned int) [260]
[809]    0.0    0.00    0.00     300         Minisat::vec<Minisat::Lit>::pop() [809]
-----------------------------------------------
                0.00    0.00     300/300         std::tr1::__detail::_Hash_code_base<aalta_formula*, std::pair<aalta_formula* const, node*>, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_compare(aalta_formula* const&, unsigned long, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*) const [811]
[810]    0.0    0.00    0.00     300         std::_Select1st<std::pair<aalta_formula* const, node*> >::operator()(std::pair<aalta_formula* const, node*>&) const [810]
-----------------------------------------------
                0.00    0.00     300/300         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_find_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*, aalta_formula* const&, unsigned long) const [778]
[811]    0.0    0.00    0.00     300         std::tr1::__detail::_Hash_code_base<aalta_formula*, std::pair<aalta_formula* const, node*>, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_compare(aalta_formula* const&, unsigned long, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*) const [811]
                0.00    0.00     300/300         std::_Select1st<std::pair<aalta_formula* const, node*> >::operator()(std::pair<aalta_formula* const, node*>&) const [810]
                0.00    0.00     300/69457       std::equal_to<aalta_formula*>::operator()(aalta_formula* const&, aalta_formula* const&) const [628]
-----------------------------------------------
                0.00    0.00     115/292         std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, int>, false, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**) [868]
                0.00    0.00     177/292         std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, int>, false, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**) [844]
[812]    0.0    0.00    0.00     292         std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula* const, int>, false>::_Hashtable_iterator_base(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**) [812]
-----------------------------------------------
                0.00    0.00      17/285         aalta_formula::simplify_and(aalta_formula*, aalta_formula*) <cycle 2> [340]
                0.00    0.00      30/285         aalta_formula::simplify_or(aalta_formula*, aalta_formula*) <cycle 2> [307]
                0.00    0.00      94/285         std::list<aalta_formula*, std::allocator<aalta_formula*> >::push_back(aalta_formula* const&) [395]
                0.00    0.00     144/285         aalta_formula::is_conflict(aalta_formula*, aalta_formula*) <cycle 2> [472]
[813]    0.0    0.00    0.00     285         std::list<aalta_formula*, std::allocator<aalta_formula*> >::end() [813]
                0.00    0.00     285/363         std::_List_iterator<aalta_formula*>::_List_iterator(std::__detail::_List_node_base*) [800]
-----------------------------------------------
                0.00    0.00     272/272         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*) [819]
[814]    0.0    0.00    0.00     272         __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false> >::deallocate(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*, unsigned long) [814]
-----------------------------------------------
                0.00    0.00     272/272         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_node(std::pair<aalta_formula* const, node*> const&) [372]
[815]    0.0    0.00    0.00     272         __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false> >::allocate(unsigned long, void const*) [815]
                0.00    0.00     272/272         __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false> >::max_size() const [817]
-----------------------------------------------
                0.00    0.00     272/272         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*) [819]
[816]    0.0    0.00    0.00     272         __gnu_cxx::new_allocator<std::pair<aalta_formula* const, node*> >::destroy(std::pair<aalta_formula* const, node*>*) [816]
-----------------------------------------------
                0.00    0.00     272/272         __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false> >::allocate(unsigned long, void const*) [815]
[817]    0.0    0.00    0.00     272         __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false> >::max_size() const [817]
-----------------------------------------------
                0.00    0.00     272/272         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_insert_bucket(std::pair<aalta_formula* const, node*> const&, unsigned long, unsigned long) [306]
[818]    0.0    0.00    0.00     272         std::tr1::__detail::_Hash_code_base<aalta_formula*, std::pair<aalta_formula* const, node*>, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_store_code(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*, unsigned long) const [818]
-----------------------------------------------
                0.00    0.00     106/272         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>**, unsigned long) [970]
                0.00    0.00     166/272         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_erase_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>**) [846]
[819]    0.0    0.00    0.00     272         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*) [819]
